,userAcceleration.mag
0,0.5133596205867774
1,0.25023526469504653
2,0.21544993400091808
3,0.1667283839932481
4,0.40872029787863484
5,0.2230442152175214
6,0.21272272177649476
7,0.14382429448462447
8,0.1318094339984813
9,0.22111780333116543
10,0.19576629230283746
11,0.2402963066486874
12,0.115979576978018
13,0.1593082551784432
14,0.18043560392838207
15,0.18737968172936995
16,0.4443352608897925
17,0.5478689664919889
18,0.5077543989085669
19,0.4881775623459152
20,0.4607405026715146
21,0.25395683934283
22,0.2656795015069849
23,0.27979421888595196
24,0.2523265503648
25,0.3478259440611065
26,0.8239241593508471
27,0.8294063950030769
28,0.733432577850207
29,0.8470534818752592
30,0.7516970932889124
31,0.6694876403467057
32,0.812400242680909
33,1.5605415632289323
34,1.0036581815164962
35,0.08140725968855603
36,0.19102066653113742
37,0.3053978193029544
38,0.6340671672220538
39,0.8528967811177387
40,0.9068838514440535
41,0.22847281062087013
42,0.15498605478558386
43,0.18215649968365105
44,0.07008797753538049
45,0.2564749580387918
46,0.29749509627891346
47,0.4383556550028755
48,0.6295290084293178
49,0.4976889379381462
50,0.3052190830632973
51,0.2692705055961384
52,0.23124512869463867
53,0.29484337013743417
54,0.3056956323682103
55,0.19219552495310602
56,0.26190483992473296
57,0.5526390719927428
58,0.6536483329696481
59,0.5330673676272071
60,0.3295328154129722
61,0.46875145948466124
62,0.44848578789856874
63,0.2843183446578852
64,0.38158384956651403
65,0.4335510140387172
66,0.38413111061979865
67,0.3482497427321375
68,0.309195066690916
69,0.8192909771857616
70,1.0254095592737567
71,1.1696770094953564
72,1.1273310508954324
73,0.2401123331505485
74,0.2512998338141113
75,0.6730679727820957
76,0.9448843395389723
77,0.9374514983688489
78,0.7116614411143828
79,0.742362542391519
80,0.7566152809968882
81,0.7422566198943598
82,0.7827392067713229
83,0.4814124454789261
84,0.47412417783108257
85,0.4071250529419677
86,0.24962611010469238
87,0.15753544293586755
88,0.13767841586828344
89,0.2229657533075427
90,0.27448332439876916
91,0.1397330857098632
92,0.15329188952452769
93,0.2195630014301134
94,0.239073990776914
95,0.16728583684520337
96,0.17639106564676107
97,0.27037246288962197
98,0.30360812364790235
99,0.2689619355224824
100,0.31343146752998496
101,0.3295210190397571
102,0.4107479751063905
103,0.6054475647031706
104,0.654669133830212
105,0.7737030869687673
106,0.7515132390038115
107,0.8214508338549544
108,0.9083036866626713
109,0.5163400248227906
110,0.29062343855408496
111,0.3598938596155816
112,0.48757806929147246
113,0.606718050172401
114,0.6182657666885657
115,0.6134709850889445
116,0.5557517943479804
117,0.5577263000630327
118,0.559679371449404
119,0.4566408192419946
120,0.3215716084202708
121,0.22797217100339234
122,0.06441877370766996
123,0.2872620447239767
124,0.5691367613236734
125,0.8934609319600941
126,1.0159157685192213
127,0.9499034459033192
128,0.5054898661031693
129,0.374620573149687
130,0.6706643695150354
131,1.1112181452910135
132,0.7014620891210016
133,0.5234596687740134
134,0.7266237710514294
135,1.0103749740056904
136,1.053866212170691
137,0.8958214706608678
138,0.8276920104392697
139,0.8748460779457151
140,0.5540440650589084
141,0.42692448277886325
142,0.6420809855158459
143,0.5292541069363562
144,0.3349745849792189
145,0.09720568100167809
146,0.05209772997933787
147,0.19663312481115686
148,0.4020041375620405
149,0.562873364545703
150,0.6153017482203346
151,0.6177296628833684
152,0.5325851590168468
153,0.4047004429513266
154,0.2843789823967305
155,0.47898882005011345
156,0.5498604198030623
157,0.7199212627114162
158,0.9901840374319313
159,1.0366151099289456
160,1.4298875752372981
161,0.8855023515711293
162,0.5294237888346158
163,0.6549668470701399
164,0.7935947252729192
165,0.9447848387696535
166,0.8490488880541568
167,0.8053284758693188
168,0.7967375525039597
169,0.7695455462167266
170,0.5683844557744344
171,0.3553895262750437
172,0.2504254806424458
173,0.47807728090027457
174,0.6676309423813429
175,0.9813570926986772
176,0.8048075628440627
177,0.45474281781354176
178,0.28588228001049665
179,0.48616039625724344
180,0.8724756566340404
181,1.0892286856546702
182,0.5975489157976944
183,1.0390786193421555
184,0.6972691217636129
185,0.9862212927857519
186,0.6994879828517427
187,0.49674074571852866
188,0.5283275424525963
189,0.5450112234266373
190,0.38809984531432107
191,0.42416563389553374
192,0.3051212065786316
193,0.3696490420736946
194,0.3295319851258751
195,0.4589782663405752
196,0.5776140402500618
197,0.5135364758388639
198,0.6098552860384174
199,0.5581643272782667
200,0.462234336696226
201,0.4847269809635111
202,0.3576147326075927
203,0.21044431158147273
204,0.2294901860516044
205,0.3580027061364201
206,0.5361698193445804
207,0.6523620309145834
208,0.5815293180992683
209,0.41371094155944194
210,0.5546291027731957
211,0.47766925508765995
212,0.34262392829894406
213,0.48001632968577224
214,0.5566457583445688
215,0.3781184738266566
216,0.9706811566760736
217,1.7656246973040448
218,0.4783810515415509
219,0.7251374630882065
220,0.6249617829483656
221,0.5002187712491404
222,1.0369188223438708
223,0.8786554058776399
224,0.566044630408239
225,0.3501390744304325
226,0.707236902629522
227,1.2801023543717118
228,1.492438298418062
229,1.2398375601803648
230,0.5853810952072163
231,0.35363942812559795
232,0.14906512167505853
233,0.8975322361987896
234,1.1846057595153756
235,1.2144490328774609
236,0.9512350855624492
237,0.6383971293184204
238,0.3772848756801683
239,0.7557730398486043
240,0.8346818024001721
241,0.7127390241953923
242,0.3895330770525141
243,0.7189914779543635
244,0.5659114612940791
245,0.5543603336693561
246,0.874873694491382
247,0.6060496692260462
248,0.6273793306939589
249,0.45287135064276257
250,0.2866144783153844
251,0.2978839227786555
252,0.3757887627311386
253,0.5396226804777574
254,0.3755567566507092
255,0.09066163211083278
256,0.3354486026099974
257,0.32817038834422585
258,0.33465966588610585
259,0.4228280954312283
260,0.6978288784644843
261,0.700045205519615
262,0.4985796997281377
263,0.2872266036842688
264,0.3310780857894403
265,0.22604228642888913
266,0.4115614362607362
267,0.43503545628948453
268,0.43811390454081683
269,0.37494054389862924
270,0.5121393462330346
271,0.6436419309320982
272,0.48119152724564884
273,0.42331833183196776
274,0.3844834868833771
275,0.7701574730988461
276,0.7708552296748074
277,0.5756231358571334
278,0.7239513949630872
279,0.8188658999995054
280,0.3076202116685443
281,0.5173406006433287
282,0.12582433229308224
283,0.4833136042312486
284,0.5424592064570386
285,0.5111102509997232
286,0.4924735963450223
287,0.4379793663199214
288,0.35516152185871713
289,0.24941525571023107
290,0.3650573151287343
291,0.3847887370363119
292,0.3191297790883828
293,0.54646592939359
294,0.7775450266897731
295,0.6385484564862716
296,0.5950128607618494
297,0.5383094665236716
298,0.3949708624240527
299,0.18002440626203992
300,0.1531723045853917
301,0.3121445136423192
302,0.5011830820179388
303,0.781295895922921
304,1.059733266670911
305,0.9375017041040512
306,0.7645598046987561
307,0.7076212669401619
